InchiKey,original_smiles,logS,diff_percent,new_logS,smiles
WMPXPUYPYQKQCX-UHFFFAOYSA-N,['COc1ncnc(c1)NS(=O)(=O)c1ccc(cc1)N'],[-1.84242893],0.0,-1.842428929,COc1ncnc(c1)NS(=O)(=O)c1ccc(cc1)N
WMSQREUDUHHDDC-UHFFFAOYSA-N,['C=CCC1(C)C(=O)NC(=O)NC1=O'],[-1.16],0.0,-1.16,C=CCC1(C)C(=O)NC(=O)NC1=O
WMYXMCBISNXBSE-UHFFFAOYSA-N,['Clc1ccc(c(c1)C)C1(OC1Cl)C(=O)N'],[-3.05865023],0.0,-3.05865023,Clc1ccc(c(c1)C)C1(OC1Cl)C(=O)N
WNFZOYNOAJBUIG-UHFFFAOYSA-N,['CCOc1ccc(cc1OC)/C=C/C(=O)NO'],[-2.09875357],0.0,-2.09875357,CCOc1ccc(cc1OC)/C=C/C(=O)NO
WNGYDTQZWXGHTI-UHFFFAOYSA-N,['N#CCCC(c1nc2c(s1)nc(s2)C(CCC#N)(C)C)(C)C'],[-5.31765078],0.0,-5.317650781,N#CCCC(c1nc2c(s1)nc(s2)C(CCC#N)(C)C)(C)C
WNHQFWFQAJPQMC-UHFFFAOYSA-N,['ClCCN(c1ccc(cc1)OC(=O)c1cccc(c1)F)CCCl'],[-5.99300728],0.0,-5.993007278,ClCCN(c1ccc(cc1)OC(=O)c1cccc(c1)F)CCCl
WNLRTRBMVRJNCN-UHFFFAOYSA-N,['OC(=O)CCCCC(=O)O'],[-0.81999999],0.0,-0.81999999,OC(=O)CCCCC(=O)O
WNQVHMFKZVBQGL-UHFFFAOYSA-N,['CCOc1ccc(cc1)/C=C/C(=O)NO'],[-2.25199254],0.0,-2.251992542,CCOc1ccc(cc1)/C=C/C(=O)NO
WNTGYJSOUMFZEP-UHFFFAOYSA-N,['OC(=O)[C@H](Oc1ccc(cc1C)Cl)C'],[-2.55],0.0,-2.55,OC(=O)[C@H](Oc1ccc(cc1C)Cl)C
WOBHKFSMXKNTIM-UHFFFAOYSA-N,['CC(=C)C(=O)OCCO'],[-0.11442085],0.0,-0.114420847,CC(=C)C(=O)OCCO
WOFQWNAHGIGDMJ-UHFFFAOYSA-N,['ONC1=C(N=O)/C(=N\\O)/CCC1'],[0.76660785],0.0,0.766607846,ONC1=C(N=O)/C(=N\O)/CCC1
WOIGZSBYKGQJGL-UHFFFAOYSA-N,['C=CCC1(C(=O)NC(=O)NC1=O)c1ccccc1'],[-2.1800001],0.0,-2.1800001,C=CCC1(C(=O)NC(=O)NC1=O)c1ccccc1
WOMKDMUZNBFXKG-UHFFFAOYSA-N,['C[C@H]1CCC[C@@H](O1)C[C@@H]1OC(=O)c2c(C1)cc(cc2O)O'],[-3.61217665],0.0,-3.612176646,C[C@H]1CCC[C@@H](O1)C[C@@H]1OC(=O)c2c(C1)cc(cc2O)O
WOMVICAMAQURRN-UHFFFAOYSA-N,['CC(c1ccc(cc1)N)C(=O)O'],[-0.80468925],0.0,-0.804689247,CC(c1ccc(cc1)N)C(=O)O
WOUDXEYYJPOSNE-UHFFFAOYSA-N,['OC[C@@]([C@@H]([C@@]12OCCC(=C)[C@@](C(=O)N1)(NC2=O)O)O)(O)C'],[-0.19711248],0.0,-0.197112481,OC[C@@]([C@@H]([C@@]12OCCC(=C)[C@@](C(=O)N1)(NC2=O)O)O)(O)C
WOVKYSAHUYNSMH-UHFFFAOYSA-N,['OC[C@H]1O[C@H](C[C@@H]1O)n1cc(Br)c(=O)[nH]c1=O'],[-2.50203304],0.0,-2.50203304,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(Br)c(=O)[nH]c1=O
WOXWUZCRWJWTRT-UHFFFAOYSA-N,['OC(=O)C1(N)CCCCC1'],[-0.71941986],0.0,-0.719419862,OC(=O)C1(N)CCCCC1
WOYZXEVUWXQVNV-UHFFFAOYSA-N,['Nc1ccc(cc1)Oc1ccccc1'],[-3.08018123],0.0,-3.080181227,Nc1ccc(cc1)Oc1ccccc1
WOZGAFMPOSBQCU-UHFFFAOYSA-N,['CCCC1(C)COB(OC1)c1ccc(cc1)C'],[-3.75827625],0.0,-3.758276248,CCCC1(C)COB(OC1)c1ccc(cc1)C
WOZGBTQJZSOEEM-UHFFFAOYSA-N,['CCC(=O)N1C2CCC1CN(C2)C/C=C/c1ccccc1Cl'],[-4.45825663],0.0,-4.458256632,CCC(=O)N1C2CCC1CN(C2)C/C=C/c1ccccc1Cl
WPDWDWXAXRTNAQ-UHFFFAOYSA-N,['Cn1c(=O)n(CCC)c(cc1=O)N'],[-1.6107052],0.0,-1.610705204,Cn1c(=O)n(CCC)c(cc1=O)N
WPFYQSJKOJNEMK-UHFFFAOYSA-N,['O=C1C2C3CCC(C2C(=O)N1c1ccccc1C)O3'],[-0.97745193],0.0,-0.977451928,O=C1C2C3CCC(C2C(=O)N1c1ccccc1C)O3
WPIVWAZHVMSBHX-UHFFFAOYSA-N,['Nc1ccc(cc1)S(=O)(=O)Nc1nc2c(n1C)nc(nc2Cl)Cl'],[-2.55492227],0.0,-2.554922272,Nc1ccc(cc1)S(=O)(=O)Nc1nc2c(n1C)nc(nc2Cl)Cl
WPKXQUCVSYGYFP-UHFFFAOYSA-N,['CCC(=O)N1C2CCC1CN(C2)C/C=C/c1cccc(c1)[N+](=O)[O-]'],[-4.2188705],0.0,-4.218870505,CCC(=O)N1C2CCC1CN(C2)C/C=C/c1cccc(c1)[N+](=O)[O-]
WPLQCARIFVAYOT-UHFFFAOYSA-N,['N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N'],[-3.18449166],0.0,-3.184491659,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N
WPPOGHDFAVQKLN-UHFFFAOYSA-N,['CCCCCCCCN1CCCC1=O'],[-3.48561582],0.0,-3.485615816,CCCCCCCCN1CCCC1=O
WPTCSQBWLUUYDV-UHFFFAOYSA-N,['c1ccc2c(c1)nc(cc2)c1ccc2c(n1)cccc2'],[-5.4000001],0.0,-5.4000001,c1ccc2c(c1)nc(cc2)c1ccc2c(n1)cccc2
WPUIZWXOSDVQJU-UHFFFAOYSA-N,['CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(=C)c1ccccc1'],[-2.89284103],0.0,-2.892841031,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(=C)c1ccccc1
WPXOLBJHNULPQA-UHFFFAOYSA-N,['CCCC(=O)c1ccccc1OCC(CO)O'],[-2.23721397],0.0,-2.237213973,CCCC(=O)c1ccccc1OCC(CO)O
WPYMKLBDIGXBTP-UHFFFAOYSA-N,['OC(=O)c1ccccc1'],[-1.55],0.0,-1.55,OC(=O)c1ccccc1
WQABCVAJNWAXTE-UHFFFAOYSA-N,['OCC(CS)S'],[-0.15465829],0.0,-0.154658287,OCC(CS)S
WQADWIOXOXRPLN-UHFFFAOYSA-N,['C1CCSCS1'],[-2.04178298],0.0,-2.041782984,C1CCSCS1
WQAQPCDUOCURKW-UHFFFAOYSA-N,['CCCCS'],[-2.1800001],0.0,-2.1800001,CCCCS
WQDAVGDBWHWDSC-UHFFFAOYSA-N,['O=C(c1ccccc1O)Nc1cccc(c1)C(F)(F)F'],[-4.30918875],0.0,-4.309188753,O=C(c1ccccc1O)Nc1cccc(c1)C(F)(F)F
WQDLJCDVQLHYOK-UHFFFAOYSA-N,['OC(=O)C(c1ccc2c(c1)nc(o2)c1cc(Cl)cc(c1)Cl)C'],[-5.20641008],0.0,-5.206410084,OC(=O)C(c1ccc2c(c1)nc(o2)c1cc(Cl)cc(c1)Cl)C
WQEPLUUGTLDZJY-UHFFFAOYSA-N,['CCCCCCCCCCCCCCC(=O)O'],[-4.3099999],0.0,-4.3099999,CCCCCCCCCCCCCCC(=O)O
WQGVORVGSUDFLT-UHFFFAOYSA-N,['CCCC(COC(=O)N)(CO)CC'],[-1.73546812],0.0,-1.735468118,CCCC(COC(=O)N)(CO)CC
WQGWDDDVZFFDIG-UHFFFAOYSA-N,['Oc1c(O)cccc1O'],[0.60425499],0.0,0.60425499,Oc1c(O)cccc1O
WQLVFSAGQJTQCK-UHFFFAOYSA-N,['C[C@H]1CC[C@@]2(OC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC=C3[C@]([C@H]1CC2)(C)CC[C@@H](C3)O)C'],[-7.3200002],0.0,-7.3200002,C[C@H]1CC[C@@]2(OC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC=C3[C@]([C@H]1CC2)(C)CC[C@@H](C3)O)C
WQMAANNAZKNUDL-UHFFFAOYSA-N,['ClCCN(C)C'],[0.35207979],0.0,0.352079789,ClCCN(C)C
WQONPSCCEXUXTQ-UHFFFAOYSA-N,['Brc1ccccc1Br'],[-3.5],0.0,-3.5,Brc1ccccc1Br
WQOXQRCZOLPYPM-UHFFFAOYSA-N,['CSSC'],[-1.4400001],0.0,-1.4400001,CSSC
WQUKDBHBKGMTDS-UHFFFAOYSA-N,['CN(Cc1ccc(cc1)[N+](=O)[O-])/N=N/c1ccc(cc1)C(=O)O'],[-5.32386811],0.0,-5.323868106,CN(Cc1ccc(cc1)[N+](=O)[O-])/N=N/c1ccc(cc1)C(=O)O
WQZGKKKJIJFFOK-UHFFFAOYSA-N,['OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)O'],[0.74000001],0.0,0.74000001,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)O
WQZUEUHQLFUVOF-UHFFFAOYSA-N,['CNC(=O)c1cc(O)ccc1O'],[-0.71259774],0.0,-0.712597744,CNC(=O)c1cc(O)ccc1O
WRAGCBBWIYQMRF-UHFFFAOYSA-N,['CC(=O)NC1CCCCC1'],[-1.57584649],0.0,-1.575846487,CC(=O)NC1CCCCC1
WRCHFMBCVFFYEQ-UHFFFAOYSA-N,['CN(CCC(c1ccccc1Cl)(c1ccccc1)O)C'],[-3.61781215],0.0,-3.617812149,CN(CCC(c1ccccc1Cl)(c1ccccc1)O)C
WRCITXQNXAIKLR-UHFFFAOYSA-N,['OCCSCCCCCCCCCCSCCO'],[-4.37045925],0.0,-4.370459254,OCCSCCCCCCCCCCSCCO
WREGKURFCTUGRC-UHFFFAOYSA-N,['Nc1ccn(c(=O)n1)[C@H]1CC[C@H](O1)CO'],[-0.44164371],0.0,-0.441643715,Nc1ccn(c(=O)n1)[C@H]1CC[C@H](O1)CO
WREVVZMUNPAPOV-UHFFFAOYSA-N,['Nc1cccc2c1nccc2'],[-1.24423555],0.0,-1.244235554,Nc1cccc2c1nccc2
WRHGKVNXGAUMGD-UHFFFAOYSA-N,['O=C(Nc1ncco1)Nc1ccccc1'],[-2.22514047],0.0,-2.225140471,O=C(Nc1ncco1)Nc1ccccc1
WRIAZWHRIAAAMU-UHFFFAOYSA-N,['CCC=C(COC(=O)N)COC(=O)N'],[-1.05538265],0.0,-1.055382648,CCC=C(COC(=O)N)COC(=O)N
WRILSPHRDWMEMQ-UHFFFAOYSA-N,['CCC(=O)N1C2CCC1CN(C2)C/C=C/c1ccc(cc1)[N+](=O)[O-]'],[-4.2188705],0.0,-4.218870505,CCC(=O)N1C2CCC1CN(C2)C/C=C/c1ccc(cc1)[N+](=O)[O-]
WRJPSSPFHGNBMG-UHFFFAOYSA-N,['CC(=O)OC1CN2CCC1CC2'],[-0.4284326],0.0,-0.428432597,CC(=O)OC1CN2CCC1CC2
WRMNZCZEMHIOCP-UHFFFAOYSA-N,['OCCc1ccccc1'],[-0.74000001],0.0,-0.74000001,OCCc1ccccc1
WRMRXPASUROZGT-UHFFFAOYSA-N,['CCNCC(=O)Nc1c(C)cccc1C'],[-1.83303344],0.0,-1.833033442,CCNCC(=O)Nc1c(C)cccc1C
WRNWIYJRUVWHFF-UHFFFAOYSA-N,['N#CCCNC(CSS(=O)(=O)O)C'],[0.64918428],0.0,0.64918428,N#CCCNC(CSS(=O)(=O)O)C
WRQDGPXEQMJEKS-UHFFFAOYSA-N,['OC(C(Cl)Cl)NC(=O)c1ccc(cc1)F'],[-1.71487798],0.0,-1.714877983,OC(C(Cl)Cl)NC(=O)c1ccc(cc1)F
WRUCRCKOLBABNZ-UHFFFAOYSA-N,['C1CSC(S1)c1c[nH]c2c1cccc2'],[-3.70357795],0.0,-3.703577947,C1CSC(S1)c1c[nH]c2c1cccc2
WRVLEDLJKOSANT-UHFFFAOYSA-N,['ClCCN(c1ccc(cc1)O)CCCl'],[-3.32411554],0.0,-3.324115537,ClCCN(c1ccc(cc1)O)CCCl
WRWBCPJQPDHXTJ-UHFFFAOYSA-N,['O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@]2(C)O)C)C1)C'],[-6.10606183],0.0,-6.106061829,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@]2(C)O)C)C1)C
WRYLYDPHFGVWKC-UHFFFAOYSA-N,['CC1=CCC(CC1)(O)C(C)C'],[-2.6009718],0.0,-2.600971798,CC1=CCC(CC1)(O)C(C)C
WSDISUOETYTPRL-UHFFFAOYSA-N,['OCN1C(=O)N(C(C1=O)(C)C)CO'],[0.14206012],0.0,0.14206012,OCN1C(=O)N(C(C1=O)(C)C)CO
WSEQXVZVJXJVFP-UHFFFAOYSA-N,['N#Cc1ccc2c(c1)COC2(CCCN(C)C)c1ccc(cc1)F'],[-4.01845877],0.0,-4.018458771,N#Cc1ccc2c(c1)COC2(CCCN(C)C)c1ccc(cc1)F
WSGCRAOTEDLMFQ-UHFFFAOYSA-N,['CCCCC(=O)CCCC'],[-2.5899999],0.0,-2.5899999,CCCCC(=O)CCCC
WSKCLYSPBODMHR-UHFFFAOYSA-N,['OC(=O)C1CCc2c1cc(O)c(c2)C1CCCCC1'],[-4.06722438],0.0,-4.067224377,OC(=O)C1CCc2c1cc(O)c(c2)C1CCCCC1
WSLDOOZREJYCGB-UHFFFAOYSA-N,['ClCCCl'],[-1.0599999],0.0,-1.0599999,ClCCCl
WSORODGWGUUOBO-UHFFFAOYSA-N,['CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC'],[-1.62226792],0.0,-1.622267918,CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC
WSPOMRSOLSGNFJ-UHFFFAOYSA-N,"['CN(CC/C=C\\1/c2ccccc2Sc2c1cc(Cl)cc2)C\t'
 'CN(CC/C=C/1\\c2ccccc2Sc2c1cc(Cl)cc2)C']",[-6.75       -6.02967125],11.27,-6.389835627,CN(CC/C=C\1/c2ccccc2Sc2c1cc(Cl)cc2)C	
WSSSPWUEQFSQQG-UHFFFAOYSA-N,['C=CCC(C)C'],[-3.24],0.0,-3.24,C=CCC(C)C
WSWCOQWTEOXDQX-UHFFFAOYSA-N,['C/C=C/C=C/C(=O)O'],[-1.77],0.0,-1.77,C/C=C/C=C/C(=O)O
WSWJIZXMAUYHOE-UHFFFAOYSA-N,['COCCOc1c(OC)cc(cc1OC)Cc1cnc(nc1N)N'],[-2.0999999],0.0,-2.0999999,COCCOc1c(OC)cc(cc1OC)Cc1cnc(nc1N)N
WSYUEVRAMDSJKL-UHFFFAOYSA-N,['NCCOS(=O)(=O)O'],[0.85034678],0.0,0.850346779,NCCOS(=O)(=O)O
WTDRDQBEARUVNC-UHFFFAOYSA-N,['OC(=O)[C@H](Cc1ccc(c(c1)O)O)N\t' 'OC(=O)[C@@H](Cc1ccc(c(c1)O)O)N'],[-1.82 -1.6 ],12.87,-1.71,OC(=O)[C@H](Cc1ccc(c(c1)O)O)N	
WTEVQBCEXWBHNA-UHFFFAOYSA-N,['O=C/C=C(\\CCC=C(C)C)/C'],[-2.0599999],0.0,-2.0599999,O=C/C=C(\CCC=C(C)C)/C
WTGJGWJJJOCUQE-UHFFFAOYSA-N,['C=CCOc1ccccc1OCC(CO)O'],[-1.92099179],0.0,-1.920991791,C=CCOc1ccccc1OCC(CO)O
WTJBNMUWRKPFRS-UHFFFAOYSA-N,['CCOC(=O)C1(CCN(CC1)C)c1cccc(c1)O'],[-1.56269712],0.0,-1.562697122,CCOC(=O)C1(CCN(CC1)C)c1cccc(c1)O
WTLJHBLVUSNPSV-UHFFFAOYSA-N,['CCOC(=O)C(=O)N1CC=Cc2c1cccc2'],[-2.3033858],0.0,-2.303385798,CCOC(=O)C(=O)N1CC=Cc2c1cccc2
WTPDKEAYVAXNRO-UHFFFAOYSA-N,['COc1cc(ccc1OC(=O)C)C(=O)O'],[-2.06015063],0.0,-2.060150629,COc1cc(ccc1OC(=O)C)C(=O)O
WTUNGUOZHBRADH-UHFFFAOYSA-N,['COP(=O)(SC)OC'],[-0.37620217],0.0,-0.376202171,COP(=O)(SC)OC
WTYDEBIGLNBNNF-UHFFFAOYSA-N,['CSc1c(Cl)nc(nc1N1CCN(CC1)C)Nc1ccccc1'],[-3.39163203],0.0,-3.391632027,CSc1c(Cl)nc(nc1N1CCN(CC1)C)Nc1ccccc1
WTYGAUXICFETTC-UHFFFAOYSA-N,['CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O'],[-2.1700001],0.0,-2.1700001,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
WUAAJHKTLJWUPX-UHFFFAOYSA-N,['CCCCC(COC(=O)NNC(C)C)(CO)C'],[-3.01497737],0.0,-3.014977372,CCCCC(COC(=O)NNC(C)C)(CO)C
WUESWDIHTKHGQA-UHFFFAOYSA-N,['NC(=O)NC1CCCCC1'],[-1.24710982],0.0,-1.247109824,NC(=O)NC1CCCCC1
WUQMRWPLIMXBDX-UHFFFAOYSA-N,['CN(CCc1c[nH]c2c1ccc(c2)O)C'],[-0.35260366],0.0,-0.352603659,CN(CCc1c[nH]c2c1ccc(c2)O)C
WUQYKHRMHJGLAI-UHFFFAOYSA-N,['Nc1ccc(cc1)C(=O)Nc1ncccc1C'],[-1.83149157],0.0,-1.831491572,Nc1ccc(cc1)C(=O)Nc1ncccc1C
WURBVZBTWMNKQT-UHFFFAOYSA-N,"['O=C(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl'
 'O=C(C(C)(C)C)[C@@H](n1ncnc1)Oc1ccc(cc1)Cl']",[-3.61367333 -3.6099999 ],0.1,-3.6118366135,O=C(C(C)(C)C)C(n1ncnc1)Oc1ccc(cc1)Cl
WUSAVCGXMSWMQM-UHFFFAOYSA-N,['CCCCN(C(c1ccc(cc1)OC)C(=O)N)CCCC'],[-4.92957935],0.0,-4.929579352,CCCCN(C(c1ccc(cc1)OC)C(=O)N)CCCC
WUUPKSODGWXAMQ-UHFFFAOYSA-N,['COc1ccc2c(c1)N(CCN(C(C)C)C(C)C)C(=O)CCC2'],[-4.46562976],0.0,-4.465629757,COc1ccc2c(c1)N(CCN(C(C)C)C(C)C)C(=O)CCC2
WUWWFJGGMGKQML-UHFFFAOYSA-N,['OCC(COc1ccc(cc1)CC)O'],[-2.25140813],0.0,-2.251408128,OCC(COc1ccc(cc1)CC)O
WVCHIGAIXREVNS-UHFFFAOYSA-N,['O=C1C=C(O)c2c(C1=O)cccc2'],[-1.65042849],0.0,-1.650428486,O=C1C=C(O)c2c(C1=O)cccc2
WVDDGKGOMKODPV-UHFFFAOYSA-N,['OCc1ccccc1'],[-0.40000001],0.0,-0.40000001,OCc1ccccc1
WVECFEIAZAKUNF-UHFFFAOYSA-N,['O=C1c2ccccc2c2c3c1cccc3c(cc2)Br'],[-7.35985233],0.0,-7.359852326,O=C1c2ccccc2c2c3c1cccc3c(cc2)Br
WVEHPOKMRMWSLF-UHFFFAOYSA-N,['O=C1NCC(C2(O1)CCN(CC2)CCCC(=O)c1ccc(cc1)Cl)C'],[-3.99159522],0.0,-3.991595217,O=C1NCC(C2(O1)CCN(CC2)CCCC(=O)c1ccc(cc1)Cl)C
WVFBDVFCOCLEFM-UHFFFAOYSA-N,['ClC(=CC(=C(Cl)Cl)Cl)Cl'],[-4.23],0.0,-4.23,ClC(=CC(=C(Cl)Cl)Cl)Cl
WVGCPEDBFHEHEZ-UHFFFAOYSA-N,['Brc1c[nH]nc1'],[-1.08445813],0.0,-1.084458128,Brc1c[nH]nc1
WVIDHXRYTCCXBY-UHFFFAOYSA-N,['O=C1C(CCN1c1ccc(cc1)C)N1CCCCC1'],[-3.42996243],0.0,-3.429962431,O=C1C(CCN1c1ccc(cc1)C)N1CCCCC1
WVIUOSJLUCTGFK-UHFFFAOYSA-N,['CN(C(=O)N[C@@]1([C@@H](O)C)[C@@H](N)[C@@H]([C@]([C@]1(C)O)(O)COC(=O)c1c(C)cccc1O)Nc1cccc(c1)C(=O)C)C'],[-3.44653034],0.0,-3.446530341,CN(C(=O)N[C@@]1([C@@H](O)C)[C@@H](N)[C@@H]([C@]([C@]1(C)O)(O)COC(=O)c1c(C)cccc1O)Nc1cccc(c1)C(=O)C)C
WVLAAKXASPCBGT-UHFFFAOYSA-N,['Oc1cc(O)cc(c1)C(CNCCCn1cnc2c1c(=O)n(C)c(=O)n2C)O'],[-2.43689933],0.0,-2.43689933,Oc1cc(O)cc(c1)C(CNCCCn1cnc2c1c(=O)n(C)c(=O)n2C)O
WVLOADHCBXTIJK-UHFFFAOYSA-N,['O=C1CC[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O'],[-2.1698099],0.0,-2.169809899,O=C1CC[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O
WVMBPWMAQDVZCM-UHFFFAOYSA-N,['CNc1ccccc1C(=O)O'],[-2.8800001],0.0,-2.8800001,CNc1ccccc1C(=O)O
WVQBLGZPHOPPFO-UHFFFAOYSA-N,['COC[C@H](N(c1c(C)cccc1CC)C(=O)CCl)C'],[-2.73],0.0,-2.73,COC[C@H](N(c1c(C)cccc1CC)C(=O)CCl)C
WVRIPRILKKOIQL-UHFFFAOYSA-N,['C/C(=C\\C(=O)O)/C1CCCCC1'],[-3.26592407],0.0,-3.26592407,C/C(=C\C(=O)O)/C1CCCCC1
WVTKBKWTSCPRNU-UHFFFAOYSA-N,['COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN([C@H]4Cc1ccc(Oc4cc(C[C@@H]3N(CC2)C)ccc4OC)cc1)C'],[-9.86439256],0.0,-9.864392559,COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN([C@H]4Cc1ccc(Oc4cc(C[C@@H]3N(CC2)C)ccc4OC)cc1)C
WVYWICLMDOOCFB-UHFFFAOYSA-N,['CC(C[C@H](O)C)C'],[-0.80000001],0.0,-0.80000001,CC(C[C@H](O)C)C
WVYXNIXAMZOZFK-UHFFFAOYSA-N,['CCOC(=O)NC1=C(N2CC2)C(=O)C(=C(C1=O)N1CC1)NC(=O)OCC'],[-2.14140746],0.0,-2.141407461,CCOC(=O)NC1=C(N2CC2)C(=O)C(=C(C1=O)N1CC1)NC(=O)OCC
WWGQHTJIFOQAOC-UHFFFAOYSA-N,['Clc1cc(O)c(c(c1)Cl)Cl'],[-2.6700001],0.0,-2.6700001,Clc1cc(O)c(c(c1)Cl)Cl
WWGUMAYGTYQSGA-UHFFFAOYSA-N,['Cc1cc2ccccc2cc1C'],[-4.7199998],0.0,-4.7199998,Cc1cc2ccccc2cc1C
WWISPHBAYBECQZ-UHFFFAOYSA-N,['CC1NC(=O)C(NC1=O)C'],[-0.1527713],0.0,-0.152771305,CC1NC(=O)C(NC1=O)C
WWJZWCUNLNYYAU-UHFFFAOYSA-N,['COP(=S)(Oc1ccc(cc1)Sc1ccc(cc1)OP(=S)(OC)OC)OC'],[-6.2399998],0.0,-6.2399998,COP(=S)(Oc1ccc(cc1)Sc1ccc(cc1)OP(=S)(OC)OC)OC
WWKINABOMDPLIE-UHFFFAOYSA-N,['BrCCN(c1ccc(cc1)S(=O)(=O)N)CCBr'],[-3.90818366],0.0,-3.908183661,BrCCN(c1ccc(cc1)S(=O)(=O)N)CCBr
WWKKKNWWXRBJSO-UHFFFAOYSA-N,['CN1CC2CCC(C1)N2CCOC(=O)C1CCCC1c1ccccc1'],[-3.92611299],0.0,-3.926112985,CN1CC2CCC(C1)N2CCOC(=O)C1CCCC1c1ccccc1
WWOQNKXXDOLCLH-UHFFFAOYSA-N,['NC(=O)c1nc(C)c2c(c1)c1ccccc1[nH]2'],[-3.6937019],0.0,-3.693701904,NC(=O)c1nc(C)c2c(c1)c1ccccc1[nH]2
WWPWSGWQSUCSDH-UHFFFAOYSA-N,['CCC(=O)N1C2CCCC1CN(C2)C'],[-1.32024145],0.0,-1.320241455,CCC(=O)N1C2CCCC1CN(C2)C
WWRCMNKATXZARA-UHFFFAOYSA-N,['CC(c1ccccc1C)C'],[-3.76],0.0,-3.76,CC(c1ccccc1C)C
WWROGCAUSKGAMX-UHFFFAOYSA-N,['CCOc1ccc(cc1)NC(=O)CC(=O)C'],[-2.16305147],0.0,-2.163051469,CCOc1ccc(cc1)NC(=O)CC(=O)C
WWUVJRULCWHUSA-UHFFFAOYSA-N,['CCCC(=C)C'],[-3.03],0.0,-3.03,CCCC(=C)C
WWVAPFRKZMUPHZ-UHFFFAOYSA-N,['O=C(Nc1c(I)cc(c(c1I)C(=O)O)I)CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(c(c1I)C(=O)O)I'],[-11.20897751],0.0,-11.20897751,O=C(Nc1c(I)cc(c(c1I)C(=O)O)I)CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(c(c1I)C(=O)O)I
WWXBHTZSYYGCSG-UHFFFAOYSA-N,['NC(=O)Nc1ccc(cc1)[As](=O)(O)O'],[-0.29027846],0.0,-0.29027846,NC(=O)Nc1ccc(cc1)[As](=O)(O)O
WWXMVRYHLZMQIG-UHFFFAOYSA-N,['OC(=O)/C=C/c1cccc(c1)[N+](=O)[O-]'],[-2.99811097],0.0,-2.99811097,OC(=O)/C=C/c1cccc(c1)[N+](=O)[O-]
WWYNJERNGUHSAO-UHFFFAOYSA-N,['C#C[C@]1(O)CC[C@@H]2[C@]1(CC)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12'],[-5.18303084],0.0,-5.183030838,C#C[C@]1(O)CC[C@@H]2[C@]1(CC)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12
WWZKQHOCKIZLMA-UHFFFAOYSA-N,['CCCCCCCC(=O)O'],[-2.3],0.0,-2.3,CCCCCCCC(=O)O
WWZYSFVVLXIGSX-UHFFFAOYSA-N,['COc1cc(ccc1OC)C1CCC2N(C1)CCCC2'],[-3.39855864],0.0,-3.398558635,COc1cc(ccc1OC)C1CCC2N(C1)CCCC2
WXFIGDLSSYIKKV-UHFFFAOYSA-N,['C[C@@H]([C@@H](c1cccc(c1)O)O)N'],[0.77674297],0.0,0.776742974,C[C@@H]([C@@H](c1cccc(c1)O)O)N
WXNZTHHGJRFXKQ-UHFFFAOYSA-N,['Oc1ccc(cc1)Cl'],[-0.69999999],0.0,-0.69999999,Oc1ccc(cc1)Cl
WXORVJKMLQDWJL-UHFFFAOYSA-N,['Nc1ccc2c(c1)cc1c(n2)cc(cc1)N(C)C'],[-4.24497495],0.0,-4.24497495,Nc1ccc2c(c1)cc1c(n2)cc(cc1)N(C)C
WXSCUAIQCDLFSI-UHFFFAOYSA-N,['CCCC(=O)N1C2CCC1CN(C2)C'],[-1.32024145],0.0,-1.320241455,CCCC(=O)N1C2CCC1CN(C2)C
WXTVPMWCUMEVSZ-UHFFFAOYSA-N,['OC(=O)c1cc(I)c(c(c1)I)N'],[-4.8463628],0.0,-4.846362796,OC(=O)c1cc(I)c(c(c1)I)N
