InchiKey,smiles,new_logBB,new_BBclass,canon_smiles
WLQWOUULTDRZTQ-UHFFFAOYSA-O,Cc1ccccc1NC1=[NH+]CCN1,-1.39,0,Cc1ccccc1NC1=[NH+]CCN1
WLWFNJKHKGIJNW-UHFFFAOYSA-N,CN1C(=O)CC(C1=O)c2ccccc2,,1,CN1C(=O)CC(c2ccccc2)C1=O
WLWXEUYUQXEKTI-UHFFFAOYSA-N,O=C(OC(C)(C)C)C1=C(C)NC(C)=C(C(OC(C)(C)C)=O)C1C2=CC([N+]([O-])=O)=CC=C2,-0.42,1,CC1=C(C(=O)OC(C)(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC(C)(C)C)=C(C)N1
WLZKXQIQNDDGFA-UHFFFAOYSA-N,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)cc(cc(c1)F)F,,0,CC(=O)N1CCN(C(=O)Cc2cc(F)cc(F)c2)C(CN2CCC(O)C2)C1
WMCMJIGLYZDKRN-UHFFFAOYSA-N,Cn3c(=O)n(C)c2ncn(CCNCC(O)c1ccc(O)c(O)c1)c2c3=O,,0,Cn1c(=O)c2c(ncn2CCNCC(O)c2ccc(O)c(O)c2)n(C)c1=O
WMFSSTNVXWNLKI-UHFFFAOYSA-N,OCCN3C(=O)CN1CCOC1(c2ccccc2F)c4cc(Cl)ccc34,,1,O=C1CN2CCOC2(c2ccccc2F)c2cc(Cl)ccc2N1CCO
WMVSIGOLIQMRHF-UHFFFAOYSA-N,CN(C)C(=O)C2(CCN(CCCC(=O)c1ccc(F)cc1)CC2)c3ccc(Cl)cc3,,1,CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
WMWTYOKRWGGJOA-UHFFFAOYSA-N,CCC(=O)OC3(C(C)CC4C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)SCF,,1,CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
WNTYBHLDCKXEOT-UHFFFAOYSA-N,CC(=O)c4ccc3Sc1ccccc1N(CCCN2CCN(CCO)CC2)c3c4,,1,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
WNVIWAUAXKEKKF-UHFFFAOYSA-N,CC12CC(N)C1CN(C2)c4nc3n(cc(C(O)=O)c(=O)c3cc4F)C5CC5,,0,CC12CC(N)C1CN(c1nc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)C2
WOCOVPRTRIBGFZ-UHFFFAOYSA-N,CNCCCN1c(cccc2)c2Sc(c13)cccc3,0.589999985,1,CNCCCN1c2ccccc2Sc2ccccc21
WOCOVPRTRIBGFZ-UHFFFAOYSA-O,C[NH2+]CCCN1c2ccccc2Sc2ccccc21,0.58999997,1,C[NH2+]CCCN1c2ccccc2Sc2ccccc21
WOFMFGQZHJDGCX-UHFFFAOYSA-N,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(Cl)C(O)CC3(C)C4(OC(=O)c5ccco5)C(=O)CCl,,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl
WOZGAFMPOSBQCU-UHFFFAOYSA-N,CCCC1(C)COB(OC1)c2ccc(C)cc2,,1,CCCC1(C)COB(c2ccc(C)cc2)OC1
WOZVHXUHUFLZGK-UHFFFAOYSA-N,COC(=O)c1ccc(cc1)C(=O)OC,,1,COC(=O)c1ccc(C(=O)OC)cc1
WPNJAUFVNXKLIM-UHFFFAOYSA-N,CC=2/N=C(/OC)C(N/C1=N/CCN1)=C([Cl])N=2,,1,COc1nc(C)nc(Cl)c1NC1=NCCN1
WPVFJKSGQUFQAP-UHFFFAOYSA-N,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc12,,1,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21
WQKBMPNNRRZQLG-UHFFFAOYSA-N,CC(C)CC(=O)OC2C=C1C(C(OC=C1COC(C)=O)OC(=O)CC(C)(C)OC(C)=O)C23CO3,,1,CC(=O)OCC1=COC(OC(=O)CC(C)(C)OC(C)=O)C2C1=CC(OC(=O)CC(C)C)C21CO1
WQKXQJYCZMWOSD-UHFFFAOYSA-N,NC(CC=C)Cc1ccccc1,,1,C=CCC(N)Cc1ccccc1
WREGKURFCTUGRC-UHFFFAOYSA-N,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,-1.258749975,0,Nc1ccn(C2CCC(CO)O2)c(=O)n1
WRFCGBVLTRJBKN-UHFFFAOYSA-N,CC4(C)SC3C(NC(=O)C(NC(=O)CNC(=N)c1ccncc1)c2ccccc2)C(=O)N3C4C(O)=O,,0,CC1(C)SC2C(NC(=O)C(NC(=O)CNC(=N)c3ccncc3)c3ccccc3)C(=O)N2C1C(=O)O
WRHGGQFJPWBBTG-UHFFFAOYSA-N,CN(C)CCCN2c1ccccc1C(=Nc3cccnc23)c4ccccc4,,1,CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21
WRKOZRHIFLAIFZ-UHFFFAOYSA-N,O=C(Cc4ccc(OCc5ccccc5)cc4)Nc1ccc(C=CN2CCN3CCCC3)c2c1,-0.59,1,O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1ccc2ccn(CCN3CCCC3)c2c1
WRUUGTRCQOWXEG-UHFFFAOYSA-N,NCCC(O)([P](O)(O)=O)[P](O)(O)=O,,0,NCCC(O)(P(=O)(O)O)P(=O)(O)O
WSBAPIWETHWAQV-UHFFFAOYSA-N,N[S](=O)(=O)C2=CC([Cl])=CC(NC/C1=C/C=CO1)=C2C(O)=O,,1,NS(=O)(=O)c1cc(Cl)cc(NCc2ccco2)c1C(=O)O
WSEQXVZVJXJVFP-UHFFFAOYSA-N,c1cc(C#N)cc(c12)COC2(CCCN(C)C)c3ccc(F)cc3,0.443333333,1,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
WSLDOOZREJYCGB-UHFFFAOYSA-N,ClCCCl,-0.14,1,ClCCCl
WSPOMRSOLSGNFJ-UHFFFAOYSA-N,CN(C)CCC=C2c1ccccc1Sc3ccc(Cl)cc23,,1,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21
WSVOMANDJDYYEY-UHFFFAOYSA-N,CC13C=CC(=O)C=C1CCC4C2CC(=C)C(O)(C(=O)CO)C2(C)CC(O)C34,,1,C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO
WTBQLHRVRKXSPX-UHFFFAOYSA-N,CCCCC(CC)CNC(=O)CC(C)O,,1,CCCCC(CC)CNC(=O)CC(C)O
WTDRDQBEARUVNC-UHFFFAOYSA-N,NC(Cc1ccc(O)c(O)c1)C(O)=O,-0.774999988,1,NC(Cc1ccc(O)c(O)c1)C(=O)O
WTJBNMUWRKPFRS-UHFFFAOYSA-N,CCOC(=O)C1(CCN(C)CC1)c2cccc(O)c2,,1,CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1
WTYGAUXICFETTC-UHFFFAOYSA-N,O=C1NC(=O)NC(=O)C1(CC)C2=CCCCC2,-0.3005,1,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
WUBBRNOQWQTFEX-UHFFFAOYSA-N,Nc1ccc(C(O)=O)c(O)c1,,0,Nc1ccc(C(=O)O)c(O)c1
WUCQKIZLSIXPRA-UHFFFAOYSA-N,CC=1C=CC(=CN=1)C2=C(/C=C(/[Cl])C=[N+]2[O-])C3=CC=C(C=C3)[S](C)(=O)=O,,1,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cc(Cl)c[n+]2[O-])cn1
WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,,1,OCc1ccccc1
WVLAAKXASPCBGT-UHFFFAOYSA-N,CN3C=2N=CN(CCCNC[C@](O)([H])C=1/C=C(/O)C=C(O)C=1)C=2C(=O)N(C)C3=O,,1,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O
WVLHGCRWEHCIOT-UHFFFAOYSA-N,C1CN(CCN1)c2cccc3OCCOc23,,1,c1cc2c(c(N3CCNCC3)c1)OCCO2
WVLOADHCBXTIJK-UHFFFAOYSA-N,CN2CCC14C3CCC(=O)C1Oc5c(O)ccc(CC23)c45,,1,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5
WVPSKSLAZQPAKQ-UHFFFAOYSA-N,NC1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(O)=O)C(=O)c4cc3F)c5ccc(F)cc5F,,1,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12
WVYADZUPLLSGPU-UHFFFAOYSA-N,OC(=O)c1ccccc1OC(=O)c1ccccc1O,,1,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
WWQDEXGFYVSTCX-UHFFFAOYSA-N,COc3cc2CC(=NN=C(c1ccc(N)cc1)c2cc3OC)C,,1,COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NN=C(C)C2
WWYNJERNGUHSAO-UHFFFAOYSA-N,C#C[C@@]4(O)CC[C@]3([H])[C@]2([H])CCC1=CC(=O)CC[C@]1([H])[C@]2([H])CC[C@@]34CC,,1,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC
WXFFTUKVTRHPLQ-UHFFFAOYSA-N,CNC(=O)CCN1CCN(CCC=C2c3ccccc3Sc3ccc(cc23)Cl)CC1,,1,CNC(=O)CCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1
WXFIGDLSSYIKKV-UHFFFAOYSA-N,C[C@H](N)[C@H](O)c1cccc(O)c1,,0,CC(N)C(O)c1cccc(O)c1
WXJLXRNWMLWVFB-UHFFFAOYSA-N,ClC(C(O)=C1)=CC=C1C2=C(C3=CC=NC=C3)NC(C4=CC=CC=C4)=N2,-1,1,Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl
WXPNDRBBWZMPQG-UHFFFAOYSA-N,C1=C3C(=CC=C1)N=C2SC(=CC2=C(N3)N4CCN(CC4)C)C,0.779999985,1,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1
WXTMDXOMEHJXQO-UHFFFAOYSA-M,O=C([O-])c1cc(O)ccc1O,0.079999998,1,O=C([O-])c1cc(O)ccc1O
WXTMDXOMEHJXQO-UHFFFAOYSA-N,O=C(O)c1c(O)ccc(c1)O,0.086000002,1,O=C(O)c1cc(O)ccc1O
WXURHACBFYSXBI-UHFFFAOYSA-N,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)CO,,1,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
WYCLKVQLVUQKNZ-UHFFFAOYSA-N,FC(F)(F)CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,,1,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
WYDUSKDSKCASEF-UHFFFAOYSA-N,OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3,,1,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
WYOMHOATUARGQV-UHFFFAOYSA-N,CCC1C(=O)NC(=O)C1(C)c2ccccc2,,1,CCC1C(=O)NC(=O)C1(C)c1ccccc1
WYQPLTPSGFELIB-UHFFFAOYSA-N,CCCC(=O)OC3(CCC4C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)COC(C)=O,,1,CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
WYRWAVVTDKZRIJ-UHFFFAOYSA-N,COc4ccc3Sc1ccccc1N(CC(C)CN2CCC(O)CC2)c3c4,,1,COc1ccc2c(c1)N(CC(C)CN1CCC(O)CC1)c1ccccc1S2
WYUSVOMTXWRGEK-UHFFFAOYSA-N,COCC1=C(N3C(SC1)C(NC(=O)C(=NOC)c2csc(N)n2)C3=O)C(O)=O,,0,COCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1
WYWHKKSPHMUBEB-UHFFFAOYSA-N,NC1=NC(=S)c2[nH]cnc2N1,,0,Nc1nc(=S)c2[nH]cnc2[nH]1
WZAIVXXKOAWTGQ-UHFFFAOYSA-N,O=C3CCC1(CCC(=O)c2ccccc12)C(=O)N3,,1,O=C1CCC2(CCC(=O)c3ccccc32)C(=O)N1
WZBKUESQVZMMIH-UHFFFAOYSA-N,CC1=NC2=C(C=C1)C(OCCN3CCC(CC4=CC=C(OCC(N5C)=O)C5=C4)CC3)=CC=C2,0.11,1,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1
WZDGZWOAQTVYBX-UHFFFAOYSA-N,C#CC1(O)CCC(C12C)C3C(CC2)C4=C(CC3C)CC(=O)CC4,0.400000005,1,C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C
WZGBNAXNHRMYLG-UHFFFAOYSA-N,Nc1ccn(C2CC(CO)C(CO)O2)c(=O)n1,-0.79000001,1,Nc1ccn(C2CC(CO)C(CO)O2)c(=O)n1
WZPBZJONDBGPKJ-UHFFFAOYSA-N,CC2C(NC(=O)C(=NOC(C)(C)C(O)=O)c1csc(N)n1)C(=O)N2S(O)(=O)=O,,0,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
WZSDNEJJUSYNSG-UHFFFAOYSA-N,COc1cc(cc(OC)c1OC)C(=O)N2CCCCCCC2,,1,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC
WZWYJBNHTWCXIM-UHFFFAOYSA-N,CN1C(=C(\O)Nc2ccccn2)/C(=O)c3sccc3[S]1(=O)=O,,0,CN1C(=C(O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O
WZXHSWVDAYOFPE-UHFFFAOYSA-N,COc2cc(Br)c1oc(cc1c2)C3CCNCC3,,1,COc1cc(Br)c2oc(C3CCNCC3)cc2c1
WZXJEMXDECWINY-UHFFFAOYSA-N,CN(C)C1CCc2[nH]c3ccccc3c2C1,,1,CN(C)C1CCc2[nH]c3ccccc3c2C1
XADCESSVHJOZHK-UHFFFAOYSA-N,C1CN(C)CCC1(C(=O)OCC)c2ccccc2,0.85,1,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
XAIVVICFVUFHEP-UHFFFAOYSA-N,CC(OC(N)=O)C(C)C(C)OC(N)=O,,1,CC(OC(N)=O)C(C)C(C)OC(N)=O
XATZHCXBMKRRDO-UHFFFAOYSA-N,CN(C)C2C1CC5C(=C(O)C1(O)C(=O)C(=C2O)C(=O)NCN3CCN(CCO)CC3)C(=O)c4c(O)cccc4C5(C)O,,0,CN(C)C1C(O)=C(C(=O)NCN2CCN(CCO)CC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
XAXMYHMKTCNRRZ-UHFFFAOYSA-N,OC3N=C(c1ccccc1F)c2cc(Cl)ccc2N(CCC#N)C3=O,,1,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21
XAZIMCJWLQZWBM-UHFFFAOYSA-N,n1([C@@H]2O[C@H](CO)[C@H]([C@H]2O)O)nc(C(N)=O)cn1,,1,NC(=O)c1cnn(C2OC(CO)C(O)C2O)n1
XAZVHBVUJRRLHH-UHFFFAOYSA-N,CN(C)CCOC1(CC2CCC1(C)C2(C)C)Cc3ccccc3,,1,CN(C)CCOC1(Cc2ccccc2)CC2CCC1(C)C2(C)C
XBGQFHRIRLWFIM-UHFFFAOYSA-N,C1=CC(=C(N=C1)CSCCNC2=C(C=CN2)[N+](=O)[O-])Br,-0.67000001,1,O=[N+]([O-])c1cc[nH]c1NCCSCc1ncccc1Br
XBJBPGROQZJDOJ-UHFFFAOYSA-N,O=C(O)c(c1=O)cn(CCF)c(c12)c(F)c(c(F)c2)N(CC3)CCN3C,-0.43,1,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
XBJWOGLKABXFJE-UHFFFAOYSA-N,O=C(OCC)N1C(C(O)=O)CSC1,-1.72,0,CCOC(=O)N1CSCC1C(=O)O
XBMIVRRWGCYBTQ-UHFFFAOYSA-N,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,,1,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
XCGSFFUVFURLIX-UHFFFAOYSA-N,C[C@@]5(NC(=O)[C@@]2([H])C=C1C3=CC=CC=4NC=C(C[C@]1([H])N(C)C2)C3=4)O[C@]7(O)N(C5=O)[C@]([H])(CC=6C=CC=CC=6)C(=O)N8CCC[C@@]78[H],,1,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21
XCGYUJZMCCFSRP-UHFFFAOYSA-N,CC(C)([H])NC[C@]2([H])CCC1=CC(CO)=C(C=C1N2)[N+]([O-])=O,,1,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
XCTYLCDETUVOIP-UHFFFAOYSA-N,CCSc4ccc3Sc1ccccc1N(CCCN2CCN(C)CC2)c3c4,,1,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
XCWPUUGSGHNIDZ-UHFFFAOYSA-N,COc4cc3[nH]c(C)c(CCN1CCN(CC1)c2ccccc2)c3cc4OC,,1,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC
XDKCGKQHVBOOHC-UHFFFAOYSA-N,Fc1ccccc1C23OCCN2CC(=O)Nc4ccc(Br)cc34,,1,O=C1CN2CCOC2(c2ccccc2F)c2cc(Br)ccc2N1
XDKMHMINQXATOR-UHFFFAOYSA-N,COC(C5Cc4cc3cc(OC2CC(OC1CC(O)C(O)C(C)O1)C(O)C(C)O2)c(C)c(O)c3c(O)c4C(=O)C5OC8CC(OC7CC(O)C(OC6CC(C)(O)C(O)C(C)O6)C(C)O7)C(O)C(C)O8)C(=O)C(O)C(C)O,,1,COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(O)C(OC3CC(C)(O)C(O)C(C)O3)C(C)O2)C(O)C(C)O1
XDRYMKDFEDOLFX-UHFFFAOYSA-N,N=C(N)C1=CC=C(C=C1)OCCCCCOC=2C=CC(=CC=2)C(=N)N,,0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,0.996999994,1,C1CCCCC1
XDXDZDZNSLXDNA-UHFFFAOYSA-N,CC1OC(CC(N)C1O)OC4CC(O)(Cc5c(O)c3C(=O)c2ccccc2C(=O)c3c(O)c45)C(C)=O,,0,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O
XDZKBRJLTGRPSS-UHFFFAOYSA-N,CON=C(C(=O)NC2C1SCC(=C(N1C2=O)C(O)=O)CSc3nc(C)c(CC(O)=O)s3)c4csc(N)n4,,0,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1
XEEQGYMUWCZPDN-UHFFFAOYSA-N,c1ccc(C(F)(F)F)c(c12)nc(C(F)(F)F)cc2C(O)C3CCCCN3,0.63,1,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
XEEQGYMUWCZPDN-UHFFFAOYSA-O,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,0.63,1,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1
XEKOWRVHYACXOJ-UHFFFAOYSA-N,CC(=O)OCC,0.002029996,1,CCOC(C)=O
XFCLJVABOIYOMF-UHFFFAOYSA-N,CN(C)CCO/C1=C/C=C(C=C1)C(/C2=C/C=CC=C2)=C(CC[Cl])C=3C=CC=CC=3,,1,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1
XFDJYSQDBULQSI-UHFFFAOYSA-N,CCN2CC(CCN1CCOCC1)C(C2=O)(c3ccccc3)c4ccccc4,,1,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
XFETUZOSYZRHMX-UHFFFAOYSA-N,COC(=O)[C@H]1[C@@H](C)CC(=CC1=O)Nc2ccc(Cl)cc2,-0.474999995,1,COC(=O)C1C(=O)C=C(Nc2ccc(Cl)cc2)CC1C
XFMPGBXLGWZMQP-UHFFFAOYSA-N,c1ccc2c(c1[Cl])C(NC(=N2)N)C,-0.7,1,CC1NC(N)=Nc2cccc(Cl)c21
XFQZALCRWJDNNK-UHFFFAOYSA-N,c1cc(F)ccc1Cn(c(c23)cccc2)c(n3)[C@H]4CNCCO4,0.77,1,Fc1ccc(Cn2c(C3CNCCO3)nc3ccccc32)cc1
XFXANHWIBFMEOY-UHFFFAOYSA-N,COc3ccc2nccc(CCCC1CCNCC1C=C)c2c3,,1,C=CC1CNCCC1CCCc1ccnc2ccc(OC)cc12
XGALLCVXEZPNRQ-UHFFFAOYSA-N,C1COCCN1CCCOc(c2)c(OC)cc(c23)ncnc3Nc(cc4)cc(Cl)c4F,-0.5,1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
XGCBETZGOIOAKF-UHFFFAOYSA-N,CCC3(O)CCN2CCc1ccc(C)cc1C2C3,,1,CCC1(O)CCN2CCc3ccc(C)cc3C2C1
XGGTZCKQRWXCHW-UHFFFAOYSA-N,CC1=CC(F)=CC=C1C2CC(N3CCN(C(C)=O)CC3)CCN2C(N(C)C(C)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=O,-0.01,1,CC(=O)N1CCN(C2CCN(C(=O)N(C)C(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(c3ccc(F)cc3C)C2)CC1
XGHOVGYJHWQGCC-UHFFFAOYSA-N,CC(C)(C(O)=O)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,,0,CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
XGKPHFXJPSIKJF-UHFFFAOYSA-N,C/C2=C(/C(=N)N(/C1=C/C=CC=C1)N2C)N(C)C,,1,Cc1c(N(C)C)c(=N)n(-c2ccccc2)n1C
XGLHZTBDUXXHOM-UHFFFAOYSA-N,n1cncn1\C=C(Cl)\c2c(Cl)cc(Cl)cc2,0.28,1,ClC(=Cn1cncn1)c1ccc(Cl)cc1Cl
XGMPVBXKDAHORN-UHFFFAOYSA-N,CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O,,1,CC(=O)OCC(=O)C1(O)C(OC(C)=O)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
XHKFBADIZIDYBU-UHFFFAOYSA-N,CCOC(=O)OC(C)OC(=O)C1N3C(SC1(C)C)C(N=CN2CCCCCC2)C3=O,,0,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C
XHMYQXZLVLGNKX-UHFFFAOYSA-N,OC(C)(C)c1onc(c2ncn3c2CN(C)C(c4c3cccc4Cl)=O)n1,-1.34,0,CN1Cc2c(-c3noc(C(C)(C)O)n3)ncn2-c2cccc(Cl)c2C1=O
XHNPXDMSCKEWJZ-UHFFFAOYSA-N,OCCOC4CCN(CCCN2c1ccccc1Sc3ccc(cc23)C(F)(F)F)CC4,,1,OCCOC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
XHOJAWVAWFHGHL-UHFFFAOYSA-N,CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,,1,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1
XHVUNXUZIATXNF-UHFFFAOYSA-N,CC(=O)NC[C@]3([H])O[C@@]([H])(O[C@@]2([H])[C@](N)([H])C[C@@](N)([H])[C@]([H])(O[C@]1([H])O[C@@]([H])(CO)[C@](O)([H])[C@@](N)([H])[C@@]1(O)[H])[C@@]2(O)[H])[C@](O)([H])[C@](O)([H])[C@@]3(O)[H],,0,CC(=O)NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
XIBUBTQSOGWALU-UHFFFAOYSA-N,CCCC1(CC)C(=O)NC(=O)NC1=O,0.088393306,1,CCCC1(CC)C(=O)NC(=O)NC1=O
XILNRORTJVDYRH-UHFFFAOYSA-N,COC(C=C1)=C(CNC2CCCNC2C3=CC=CC=C3)C=C1N4C(C(F)(F)F)=NN=N4,0.24,1,COc1ccc(-n2nnnc2C(F)(F)F)cc1CNC1CCCNC1c1ccccc1
XIQVNETUBQGFHX-UHFFFAOYSA-N,CCN(CC#CCOC(=O)[C@](O)(C=1C=CC=CC=1)[C@@]2([H])CCCCC2)CC,,1,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
XIURVHNZVLADCM-UHFFFAOYSA-N,CC(=O)OCC1=C(N3C(SC1)C(NC(=O)Cc2cccs2)C3=O)C(O)=O,,0,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
XIVCHYWIEHVAJG-UHFFFAOYSA-N,N1CCNC1=Nc2c(Br)cccc2Br,0.330000005,1,Brc1cccc(Br)c1N=C1NCCN1
XIVCHYWIEHVAJG-UHFFFAOYSA-O,Brc1cccc(Br)c1NC1=[NH+]CCN1,0.33000001,1,Brc1cccc(Br)c1NC1=[NH+]CCN1
XIYFEESCIBNMIC-UHFFFAOYSA-N,CCN1C=CC(=O)C(=C1CC)O,,1,CCc1c(O)c(=O)ccn1CC
XJGVXQDUIWGIRW-UHFFFAOYSA-N,CN1CCN(CC1)C2=Nc(cccc3)c3Oc(c24)ccc(Cl)c4,0.8,1,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
XJSFLOJWULLJQS-UHFFFAOYSA-N,COC1C(CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC3OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(C3O)N(C)C)OC(C)=O,,0,COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O
XJWJQDZWUYUIEM-UHFFFAOYSA-N,c1cccc(c12)N(CCCN)c3c(CC2)cccc3,1.055,1,NCCCN1c2ccccc2CCc2ccccc21
XJWJQDZWUYUIEM-UHFFFAOYSA-O,[NH3+]CCCN1c2ccccc2CCc2ccccc21,1.01,1,[NH3+]CCCN1c2ccccc2CCc2ccccc21
