InchiKey,smiles,logD,new_logD
WGYPAJVJMXQXTR-UHFFFAOYSA-N,C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1,[3.3],3.2999999999999994
WHCPTFFIERCDSB-UHFFFAOYSA-N,CCN(CC)c1ccc2cc(C(=O)O)c(=O)oc2c1,[-0.2],-0.19999999999999998
WHJGBKFQVQSSIE-UHFFFAOYSA-N,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4ccccc43)cc2F)[C@@H](O)[C@@H](O)[C@@H]1O,[2.4],2.3999999999999995
WHTLGYSYQOXZMI-UHFFFAOYSA-N,COc1ccc(-c2csc(N(CCCN3CCOCC3)C(=O)c3ccco3)n2)cc1,[3.34],3.3400000000000007
WHWDLTBBQLJYCJ-UHFFFAOYSA-N,CC1N=C(N)N=C(N)N1c1ccc(Cl)cc1,[-0.8],-0.7999999999999999
WHYVQTNGHLVEHF-UHFFFAOYSA-N,CC[C@H](NC(=O)c1c(N)c(-c2ccccc2)nc2ccccc12)c1ccccc1,[3.89],3.890000000000001
WHZIOQODOSOYPX-UHFFFAOYSA-N,CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,[1.7],1.6999999999999997
WIAICRSVMJHHJL-UHFFFAOYSA-N,FC(F)(F)c1ccc(Cl)c(NC2=NCCN2)c1,[1.54],1.54
WIBDJDYXWICGSX-UHFFFAOYSA-N,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,[1.6],1.5999999999999999
WIDBHTRKXQCNBH-UHFFFAOYSA-N,Cc1ncc(-c2nc(Nc3ccc(C(N)=O)c(F)c3)ncc2F)n1C(C)C,[3.14],3.14
WIGIZIANZCJQQY-UHFFFAOYSA-N,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,[1.73],1.7300000000000004
WIIJZYFTOOLEKW-UHFFFAOYSA-N,CN(C)CCCCc1ccc(C2COC2)cc1,[-0.1],-0.09999999999999999
WIIZWVCIJKGZOK-UHFFFAOYSA-N,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,[1.15 1.05],1.1
WIKYUJGCLQQFNW-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[3.92],3.9199999999999986
WIMIQKULKCAFMS-UHFFFAOYSA-N,COc1nn(C)c2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,[2.4],2.3999999999999995
WINHZLLDWRZWRT-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\\C(=O)Nc3ccc(F)cc32)c1C,[2.26],2.26
WIOLWYIJJQBFMS-UHFFFAOYSA-N,O=C1C=C(n2cc(CCCCl)nn2)C(=O)c2c(O)cccc21,[-0.42],-0.42000000000000004
WIPBFPCDERGUGD-UHFFFAOYSA-N,CC(Nc1ncnc2ccccc12)c1ccccc1,[3.4],3.3999999999999995
WISBCZMGDULQTO-UHFFFAOYSA-N,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,[3.46],3.460000000000001
WIVGIKIKQHUFOD-UHFFFAOYSA-N,CC(C)Nc1cc(-c2csc(N(C)C(=O)c3ccc(F)cc3)n2)ncn1,[1.45 1.46],1.4549999999999996
WIXOVCHGCCZODL-UHFFFAOYSA-N,CCCCCC/N=c1\\ccn(Cc2ccccc2)c2cc(Cl)ccc12,[0.98],0.9799999999999996
WIYOYUQVNPTVQG-UHFFFAOYSA-N,Clc1cccc2cn[nH]c12,[2.33],2.3299999999999996
WIYPHWOCUFWQTJ-UHFFFAOYSA-N,CC(C)CN1CCc2cc(O)ccc2[C@@]1(C)c1ccc(/C=C/C(=O)O)cc1,[2.2],2.1999999999999997
WIYUZYBFCWCCQJ-UHFFFAOYSA-N,Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,[2.7],2.6999999999999997
WJCNZQLZVWNLKY-UHFFFAOYSA-N,c1ccc2[nH]c(-c3cscn3)nc2c1,[2.35],2.3500000000000005
WJHDCBQZDWBYKV-UHFFFAOYSA-N,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C,[0.4],0.39999999999999997
WJJZQSCOTJYYSP-UHFFFAOYSA-N,COc1cc2c(c(OC)c1OC)-c1ccc(O)cc1[C@@H](NC(C)=O)CC2,[1.81],1.81
WJTONSIKGPECAQ-UHFFFAOYSA-N,COC[C@@H]1CN(c2noc3cc(OCCCF)ccc23)C(=O)O1,[2.6],2.599999999999999
WJTQEUPMSZSJSK-UHFFFAOYSA-N,CCOC(=O)c1ncn2c1CN(CC)C(=O)c1cc(F)ccc1-2,[1.65],1.6499999999999997
WJXVESSVZNHCHH-UHFFFAOYSA-N,O=S(=O)(Nc1ncc(Cl)s1)c1cc(F)c(Oc2ccc(F)cc2-c2cn[nH]c2)cc1F,[2.7],2.6999999999999997
WJYQOLKLEKGEFE-UHFFFAOYSA-N,CC(C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,[2.7],2.6999999999999997
WKBARHXLSQPDRQ-UHFFFAOYSA-N,C[C@@H](Oc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,[2.2],2.1999999999999997
WKCIEFRRQOMUIG-UHFFFAOYSA-N,CN1CC[C@@](O)(C#Cc2cccc(-c3ccnc(C(N)=O)n3)c2)C1=O,[1.6],1.5999999999999999
WKEHRSGEQPYYPS-UHFFFAOYSA-N,O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1,[3.],2.9999999999999996
WKFOEHYWYDEVCS-UHFFFAOYSA-N,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCC1,[2.52],2.520000000000001
WKJNPGWIMYANRU-UHFFFAOYSA-N,COc1cc(Cl)ccc1C[C@@H](C)C(=O)N1CCN(c2ccc(Cl)cc2[C@@H](NC(=O)C2CNC2)C(C)C)CC1,[2.3],2.3
WKJVLTJTBZVAKC-UHFFFAOYSA-N,Cc1cnc(Nc2cc(N3CCN(C)CC3)cc(S(C)(=O)=O)c2)nc1Nc1cccc(CO)c1,[1.74],1.7399999999999998
WKKFDAKDVQTOTA-UHFFFAOYSA-N,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cn(C)nc3C(N)=O)cc2)[nH]n1,[3.1 3.1],3.1000000000000014
WKMRKBPUKMGAQZ-UHFFFAOYSA-N,COC1CCN(C(=O)c2cc3cc(OC4CCN(C(C)C)CC4)ccc3[nH]2)CC1,[0.59],0.5900000000000001
WKQWAXYVVJNRMJ-UHFFFAOYSA-N,O=C1OC(C(O)CO)C(OCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)=C1O,[0.98],0.9799999999999996
WKSAUQYGYAYLPV-UHFFFAOYSA-N,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,[2.31],2.31
WKWCRLSGXLINPN-UHFFFAOYSA-N,CNC(=O)c1ccc(F)cc1[C@@H](C)Oc1cc(-c2cn(C)nc2C)cnc1N,[2.1],2.1
WLNCGIQLHPVTPW-UHFFFAOYSA-N,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,[3.21],3.21
WLQYPSIUOUDCRJ-UHFFFAOYSA-N,CC(C)OC(=O)N1CCC(N2Cc3cn(-c4ccc(S(C)(=O)=O)cc4F)nc3C2)CC1,[2.2],2.1999999999999997
WLUBSNAECSYQDO-UHFFFAOYSA-N,Fc1cc(-c2cc([C@H]3C[C@H]4CC[C@H]3N4)cnc2Cl)ccn1,[0.77],0.77
WLWFNJKHKGIJNW-UHFFFAOYSA-N,CN1C(=O)CC(c2ccccc2)C1=O,[0.68],0.68
WMEWCRUOYDVJLT-UHFFFAOYSA-N,Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C,[3.51],3.5100000000000007
WMKYADUQBAAZDB-UHFFFAOYSA-N,COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)NS(C)(=O)=O,[2.3],2.3
WMKYZRPEGSISJA-UHFFFAOYSA-N,O=C(N[C@@H]1CCC[C@@H](NC(=O)c2ccccn2)C1)c1cccc(Cl)c1,[3.2],3.1999999999999997
WMRIKRYIKCYRKF-UHFFFAOYSA-N,Cn1cncc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,[2.69],2.6899999999999986
WMUPLNKGZUYFRQ-UHFFFAOYSA-N,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)NCC(=O)O,[-1.02],-1.02
WMXLDHOWZJLXOB-UHFFFAOYSA-N,O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ncccc1Cl,[1.3],1.2999999999999996
WMZWKZSZFLNJAR-UHFFFAOYSA-N,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,[2.6],2.599999999999999
WNDWJPYYIUKFOF-UHFFFAOYSA-N,Cc1nn(C2CCN(C(=O)CO)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,[2.6],2.599999999999999
WNEODWDFDXWOLU-UHFFFAOYSA-N,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,[1.6 2.8 1.6],2.0
WNISVGSZMGXKHE-UHFFFAOYSA-N,Oc1nc2ccccc2c(O)c1-c1ccccc1,[0.73],0.7299999999999999
WNKGAMFIVPSMFX-UHFFFAOYSA-N,COCCN(CCCF)c1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12,[4.1],4.1000000000000005
WOBXBWMJRWGKFL-UHFFFAOYSA-N,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,[4.07],4.069999999999999
WOCQYAHWWSPUDN-UHFFFAOYSA-N,N#Cc1nc(NC2CCOC2)c(N)c(N2CCOCC2)n1,[1.6],1.5999999999999999
WOFXUCJTFGKKIF-UHFFFAOYSA-N,c1ccc(-c2n[nH]c(-c3ccncc3)n2)nc1,[1.48],1.4799999999999998
WOIVKMWEJBMQGC-UHFFFAOYSA-N,N#Cc1cccc(Nc2cccc(-c3cnn4ncccc34)n2)c1,[4.1],4.1000000000000005
WOMBRMRRNYUIPZ-UHFFFAOYSA-N,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cscn1,[1.56],1.56
WONPWDMMWFWEFC-UHFFFAOYSA-N,CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,[2.41],2.4099999999999997
WOQOZRHVLYUXPM-UHFFFAOYSA-N,CNC(=O)c1ccc(OC)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c1,[1.8],1.7999999999999996
WORMLKIVBHMAJN-UHFFFAOYSA-N,CN1CCN(C(=O)c2cc3ccccc3n2C)CC1,[1.71],1.7100000000000002
WOTWXKACTZFRQE-UHFFFAOYSA-N,COc1ccc(-c2nc3c(NCC4CCNCC4)c(Br)cnc3[nH]2)cc1,[1.36],1.36
WOXKDUGGOYFFRN-UHFFFAOYSA-N,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,[2.6],2.599999999999999
WPBRGSPFSJGKNQ-UHFFFAOYSA-N,CCNCc1cncc(-c2ccc(F)cc2OC)n1,[1.18],1.1800000000000002
WPCQYFUQHBLGAX-UHFFFAOYSA-N,OC1(c2ccc(-c3ccccc3)cc2)CN2CCC1CC2,[1.5],1.4999999999999998
WPDCHTSXOPUOII-UHFFFAOYSA-N,COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1,[2.4],2.3999999999999995
WPDFRVRQLSZPIL-UHFFFAOYSA-N,C[C@]1(O)CCN(c2nc(N3CCN(CCO)CC3)cc(C(F)(F)F)c2C#N)C1,[2.2],2.1999999999999997
WPHMZNGQBMYTKD-UHFFFAOYSA-N,O=C1NC(=O)c2cc(OCc3ccccc3)ccc21,[3.1],3.1000000000000014
WPJMOEYNICQLQA-UHFFFAOYSA-N,CN(C(=O)Cc1ccc(C#N)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,[3.7],3.6999999999999993
WPKCIMARMVFGJG-UHFFFAOYSA-N,Cc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1,[2.04],2.04
WPLIOUGEFJMVJY-UHFFFAOYSA-N,COc1ccc2c(C)nc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,[0.29],0.29
WPOXAFXHRJYEIC-UHFFFAOYSA-N,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,[2.],2.0
WPRACYICKOKGTO-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,[2.7],2.6999999999999997
WPSYWIVRXTXZMG-UHFFFAOYSA-N,Cc1cnc2c(C(=O)NCCF)cn(Cc3ncc(C)nc3C)c2c1,[2.2],2.1999999999999997
WPVMVODGPNYYEV-UHFFFAOYSA-N,Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1,[3.2],3.1999999999999997
WPVPAGJUOPBMCZ-UHFFFAOYSA-N,COc1cc(C(=O)Nc2ccc(Cl)c(-c3nc4ccccc4[nH]3)c2)cc(OC)c1OC,[3.83],3.83
WPYOCTODIOSRQG-UHFFFAOYSA-N,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,[2.33 2.41],2.3699999999999997
WPZKCOGUAMITHT-UHFFFAOYSA-N,Cc1nc2cnc(Nc3ccnc(N4CCC(C)(C(N)=O)C4)n3)cc2n1C(C)C,[1.6],1.5999999999999999
WQCBFZDVUJBJNR-UHFFFAOYSA-N,CCn1c(C)c(C(=O)O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c1-c1ccc(Cl)cc1,[4.2],4.2
WQQZTVZUFJDYFB-UHFFFAOYSA-N,O=c1[nH]cnc2cc(F)c(F)cc12,[1.5],1.4999999999999998
WQSAHRZHKPUJHY-UHFFFAOYSA-N,COc1cc2nnc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1,[2.35],2.3500000000000005
WQSUNLAAABNZKE-UHFFFAOYSA-N,Cc1[nH]ncc1-c1cc(C(F)(F)F)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,[2.],2.0
WQTKNBPCJKRYPA-UHFFFAOYSA-N,CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1,[3.7],3.6999999999999993
WQUSEUSKTYYESC-UHFFFAOYSA-N,CC(C)CNc1nc(C#N)nc(N2CC(O)C2)c1N,[2.],2.0
WQXVKEDUCPMRRI-UHFFFAOYSA-N,Cc1cccc([C@H](C)c2c[nH]c(=S)[nH]2)c1C,[2.9],2.8999999999999995
WQYYIHSCYVKVIN-UHFFFAOYSA-N,CC(C)CC(c1ccncc1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,[1.64],1.64
WRDAJCAOSGLLQW-UHFFFAOYSA-N,Cc1ccc(F)cc1NC(=O)Nc1ccc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,[2.4],2.3999999999999995
WRFBSLYECTVFRP-UHFFFAOYSA-N,O=C(NC1CCCCC1)C1CCCN(S(=O)(=O)c2cccs2)C1,[2.93],2.9300000000000006
WRFJDMAYWYYANT-UHFFFAOYSA-N,COc1cc(Nc2nccc(N(C)c3cc(CO)ccc3C)n2)cc(N2CCOCC2)c1,[3.9],3.899999999999999
WRHAESNXNFDHQH-UHFFFAOYSA-N,CC1(C)C(=O)N(c2cccc(S(C)(=O)=O)c2)C1c1ccc(F)cc1,[2.8],2.8000000000000007
WRLLQHDGZSTNQV-UHFFFAOYSA-O,COc1ccc(-c2nc(N)s[n+]2-c2ccccc2)cc1,[2.19],2.1900000000000004
WRNSLYRANAMPHH-UHFFFAOYSA-N,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)n2)n1C(C)C,[1.87],1.8700000000000003
WROHEWWOCPRMIA-UHFFFAOYSA-N,CNC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,[1.45],1.4499999999999997
WROWNDRSPMCZLY-UHFFFAOYSA-N,O=C(O)CCc1ccc(OCc2cc(Cl)ccc2-c2ccccc2)cc1,[3.22],3.2199999999999998
WRPGNWQVJUWOTB-UHFFFAOYSA-N,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(CO[11CH3])n1,[2.97 2.97],2.9699999999999998
WRQCVLFZYUVEBT-UHFFFAOYSA-N,Cc1cccc(N(Cc2cc(F)c(F)cc2F)C(=O)O[C@H]2CN3CCC2CC3)c1,[2.24],2.24
WRQSOZOBFWMCFA-UHFFFAOYSA-N,COc1cccc(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1,[2.65],2.65
WRRGABWWSIAMMJ-UHFFFAOYSA-N,Cc1ccc(N(C)C(=O)c2c(-c3ccccc3Cl)noc2C)cc1Cl,[3.6],3.599999999999999
WRUCIVYHYJGMDK-UHFFFAOYSA-N,CCCSc1c(C(=O)NC2CCCCC2)cnn1-c1ccc(C(=O)O)cc1,[0.64 0.6 ],0.6199999999999999
WRYIHTCWDNVQMS-UHFFFAOYSA-N,COC(=O)Nc1cnc(-c2ccc(F)cc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,[1.82],1.82
WRZAEQPIKLMPQK-UHFFFAOYSA-N,CCCNC(=O)C[C@@H]1C[C@@]2(CO2)C[C@@H](/C=C/C(C)=C/C[C@@H]2O[C@H](C)[C@H](NC(=O)/C=C\\[C@H](C)OC(C)=O)C[C@@H]2C)O1,[3.723],3.7229999999999994
WSBFFVQWZREUMG-UHFFFAOYSA-N,CNc1c(Br)cnc2[nH]c(-c3ccc(OCCCN4CCOCC4)cc3)nc12,[2.96],2.9599999999999995
WSDBCZFGPGHNDE-UHFFFAOYSA-N,COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)c(=O)sn3C)c1,[2.6],2.599999999999999
WSEQXVZVJXJVFP-UHFFFAOYSA-N,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,[1.48 1.56],1.52
WSGURAYTCUVDQL-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2[nH]ncc2c1,[2.2],2.1999999999999997
WSHGOLKXFFKTHY-UHFFFAOYSA-N,CSc1ncccc1C(=O)Nc1nccs1,[1.43],1.4300000000000006
WSJNXHOQZXVRSW-UHFFFAOYSA-N,Cn1c(=O)cnc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,[0.6],0.5999999999999999
WSKZJDMMQXQZKD-UHFFFAOYSA-N,COc1cc(N(CC2CC2)c2ccccc2)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,[0.65],0.6499999999999998
WSPOMRSOLSGNFJ-UHFFFAOYSA-N,CN(C)CC/C=C1\\c2ccccc2Sc2ccc(Cl)cc21,[3.42],3.4200000000000004
WSUFEGCKVBZGGJ-UHFFFAOYSA-N,CC(C)c1ccn2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c12,[1.3],1.2999999999999996
WSWJJUWOTZHKGX-UHFFFAOYSA-N,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2ccccc12)c1cccnc1,[2.2],2.1999999999999997
WTCHIIHPKHSHRH-UHFFFAOYSA-N,COCc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,[2.3],2.3
WTCOTJYXQLBELV-UHFFFAOYSA-N,CO[C@H]1CN(c2nc(C(=O)NCCN3CCOCC3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,[1.],1.0
WTGDOBVQFDJVDE-UHFFFAOYSA-N,CCOC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(C)cn1,[2.6],2.599999999999999
WTMZMIXYYDZHKB-UHFFFAOYSA-N,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,[2.61],2.6100000000000008
WTRVUWXJDQYQJK-UHFFFAOYSA-N,COc1cc(N(CC2CC2)c2ccc(F)c3ccccc23)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,[1.9],1.9
WTSZLZHUXCBOEB-UHFFFAOYSA-N,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(F)c1,[2.84],2.84
WTXZHEFXYVLIDI-UHFFFAOYSA-N,Oc1cc(-c2ccccc2)nc2ccnn12,[1.3],1.2999999999999996
WTZBWVUYQRHSRU-UHFFFAOYSA-N,N#Cc1nn(-c2ccccn2)c2cc(-c3ccc(CCC(=O)O)cc3)ccc12,[3.],2.9999999999999996
WUADCCWRTIWANL-UHFFFAOYSA-N,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,[3.5],3.500000000000001
WUCIHZUJKXUKMW-UHFFFAOYSA-N,O=C1c2cc(Cl)ccc2-n2c1nc1ccccc1c2=O,[2.76],2.76
WUDOWDUJLISJRD-UHFFFAOYSA-N,Cc1cnc(Oc2ccc(-n3ccnc3)cc2)nc1Oc1ccc2c(c1)OCO2,[3.56],3.5600000000000005
WUECHLZWIPEXMU-UHFFFAOYSA-N,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(C#N)cc2)cn1,[2.89],2.89
WUKXXNDHUPAUSS-UHFFFAOYSA-N,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-n2c(N)nc3ccccc32)n1,[2.5],2.4999999999999996
WUYCDRGAKUSXRB-UHFFFAOYSA-N,CCOC(=O)c1ccc2c(c1)C(=O)c1nc3ccccc3c(=O)n1-2,[2.94],2.9400000000000013
WUYZDFKSZDFMGV-UHFFFAOYSA-N,O=C(O)CO[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2sc(Cl)c(Cl)c2[nH]1,[1.38],1.38
WUZQKQAXXKMHJZ-UHFFFAOYSA-N,CCN(C(=O)NCc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,[3.9],3.899999999999999
WVKMFWCCAONFLF-UHFFFAOYSA-N,N#Cc1cc(Cl)c(Nc2nc(Cl)cn([C@@H](COCCF)C3CC3)c2=O)c(Cl)c1,[3.6],3.599999999999999
WVLHHLRVNDMIAR-UHFFFAOYSA-N,NCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,[0.83],0.8300000000000001
WVNLNSGTKWPSFL-UHFFFAOYSA-N,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NS(C)(=O)=O)n2)c(OC)c1,[1.53],1.5299999999999998
WVPSKSLAZQPAKQ-UHFFFAOYSA-N,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,[0.3],0.29999999999999993
WVRQXMMOQUSLPJ-UHFFFAOYSA-N,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,[1.9],1.9
WVTQEDQHWYJROA-UHFFFAOYSA-N,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,[2.25],2.249999999999999
WWBKHCQCWSZSGY-UHFFFAOYSA-N,N#Cc1cc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)ccc1F,[2.71],2.710000000000001
WWBZMGJXZWIOLT-UHFFFAOYSA-N,C[C@]1(C(=O)O)CSC(c2cccc(O)c2O)=N1,[-1.17],-1.17
WWDNTQYRTZSERA-UHFFFAOYSA-N,CCOC(=O)c1cc(C#N)c(N2CC(NC(=O)NS(=O)(=O)Cc3ccccc3)C2)nc1C,[1.1],1.0999999999999999
WWEHZPFFGZLBOV-UHFFFAOYSA-N,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,[-0.07],-0.07
WWUBHMLFHDHPMD-UHFFFAOYSA-N,OC[C@H]1O[C@H](n2cc(-c3cccc(Cl)c3)nn2)[C@@H](O)[C@@H](O)[C@@H]1O,[1.22],1.22
WXDKLJLSBMTTFY-UHFFFAOYSA-N,COc1ccc(-c2cc3c(C(=O)O)n[nH]c3cc2Cl)cc1,[0.9],0.8999999999999998
WXFHJUTYLPESPH-UHFFFAOYSA-N,CCOC(=O)c1cc(C#N)c(N2CCCN(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)nc1C,[0.9],0.8999999999999998
WXHTZLXDTNQRJE-UHFFFAOYSA-N,C[C@@H](NC1=CC(=O)NCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,[3.02],3.020000000000001
WXJRCVBUKYXHLD-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(Br)cc2)C1)C(C)(C)C,[2.92],2.9199999999999995
WXLRAEUAAAIUAP-UHFFFAOYSA-N,COc1cc(N(CC(F)(F)F)c2cccc(C(F)(F)F)c2)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,[1.1],1.0999999999999999
WXNISKFTJGYTJO-UHFFFAOYSA-N,CSc1nc(N)nc(-c2ccccc2)n1,[2.98],2.9799999999999995
WXNZQVYLCGNHQK-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccno2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,[1.75],1.7500000000000004
WXPAWXCZGXNAFZ-UHFFFAOYSA-N,CCCSc1nc2ccc(NC(=O)CCC(=O)O)cc2s1,[0.5],0.5
WXRGFPHDRFQODR-UHFFFAOYSA-N,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,[2.4],2.3999999999999995
